,Name,Description,Tags
36,Higher Order and Callback functions:,"
	- Define Higher Order Function:
		- Define a function named higherOrderFunction that takes two parameters: num (a number) and callback (a function).
		- Inside higherOrderFunction, call the callback function and pass num as an argument.
	- Define Callback Function and Call Higher Order Function:
		- Define a function named callbackFunction that takes a number as an argument and logs it to the console.
		- Call higherOrderFunction with a number (e.g., 5) and pass callbackFunction as the callback.
	- Call Higher Order Function with a Function Expression as Callback:
		- Call higherOrderFunction with a number (e.g., 10) and a function expression as the callback.
		- The function expression should log the number to the console.
	- Callback to Log Square of the Number:
		- Call higherOrderFunction again with a number (e.g., 4) and a function expression as the callback.
		- The new function expression should log the square of the number to the console.
	- Callback to Log Sum of Two Numbers:
		- Define a new function named newHigherOrderFunction that takes three parameters: num1, num2, and callback.
		- Inside newHigherOrderFunction, call the callback function with num1 and num2 as arguments.
		- Call newHigherOrderFunction with two numbers (e.g., 3 and 7) and a function expression as the callback.
		- The function expression should take two parameters and log their sum to the console.","['JavaScript', 'Functions']"
37,Simple Mathematical Operations:,"
	- Define Callback Functions:
		- Define a callback function named doubleNumber that takes a number and returns its double.
		- Define another callback function named squareNumber that takes a number and returns its square.
		- Define another callback function named incrementNumber that takes a number and returns the number incremented by one.
	- Define performOperation Function:
		- Define a function named performOperation that accepts two parameters: num (a number on which to perform the operation) and operation (a callback function that specifies the operation to be performed on num).
		- Inside performOperation, call the operation function and pass num as an argument.
		- The function should return the result.
	- Call performOperation with Callback Functions:
		- Call performOperation with a number (e.g., 5) and the doubleNumber callback function, and log the result to the console.
		- Call performOperation with a number (e.g., 5) and the squareNumber callback function, and log the result to the console.
		- Call performOperation with a number (e.g., 5) and the incrementNumber callback function, and log the result to the console.
	- Observe the Higher-Order Function:
		- Observe the performOperation function to understand why higher-order functions are used.
		- Higher-order functions like performOperation are useful because they can take other functions as arguments, allowing for more flexible and reusable code.","['JavaScript', 'Functions']"
38,Basic Arithmetic Operations:,"
	- Define Callback Functions:
		- Define a callback function named addNumbers that takes two numbers and returns their sum.
		- Define a callback function named multiplyNumbers that takes two numbers and returns their product.
		- Define a callback function named subtractNumbers that takes two numbers and returns the result of subtracting the second number from the first.
		- Define a callback function named divideNumbers that takes two numbers and returns the result of dividing the first number by the second, ensuring to handle division by zero.
	- Define performArithmetic Function:
		- Define a function named performArithmetic that accepts three parameters: num1 and num2 (the numbers on which to perform the operation) and operation (a callback function that specifies the arithmetic operation to be performed on num1 and num2).
		- Inside performArithmetic, call the operation function and pass num1 and num2 as arguments.
		- The function should return the result.
	- Call performArithmetic with Callback Functions:
		- Call performArithmetic with two numbers (e.g., 5 and 3) and the addNumbers callback function. Log the result to the console.
		- Call performArithmetic with two numbers (e.g., 5 and 3) and the multiplyNumbers callback function. Log the result to the console.
		- Call performArithmetic with two numbers (e.g., 5 and 3) and the subtractNumbers callback function. Log the result to the console.
		- Call performArithmetic with two numbers (e.g., 5 and 3) and the divideNumbers callback function. Log the result to the console.
	- Observe the Higher-Order Function:
		- Observe the performArithmetic function to understand why higher-order functions are used.
		- Higher-order functions like performArithmetic are useful because they can take other functions as arguments, allowing for more flexible and reusable code.","['JavaScript', 'Functions']"
39,Calculate Painting Cost for Different Shapes,"
	- Define Callback Functions for Area Calculations:
		- Define a callback function named areaOfRectangle that takes the length and width of a rectangle and returns the area.
		- Define a callback function named areaOfCircle that takes the radius of a circle and returns the area. Use the formula π * radius^2.
		- Define a callback function named areaOfTriangle that takes the base and height of a triangle and returns the area. Use the formula 0.5 * base * height.
	- Define calculatePaintingCost Function:
		- Define a function named calculatePaintingCost that accepts three parameters: dimension1, dimension2, and calculateArea (a callback function that specifies the area calculation for a shape).
		- Inside calculatePaintingCost, call the calculateArea function with dimension1 and dimension2 as arguments to get the area.
		- Then, define a constant costPerUnit to represent the cost of painting per square unit (e.g., $2 per square unit).
		- Calculate the total cost by multiplying the area by costPerUnit.
		- The function should return the total cost.
	- Call calculatePaintingCost with Different Callback Functions:
		- Call calculatePaintingCost with dimensions for a rectangle (e.g., length = 5, width = 10) and the areaOfRectangle callback function. Log the result to the console.
		- Call calculatePaintingCost with dimensions for a circle (e.g., radius = 3) and the areaOfCircle callback function. Note: Pass null for the second dimension as it's not needed. Log the result to the console.
		- Call calculatePaintingCost with dimensions for a triangle (e.g., base = 6, height = 8) and the areaOfTriangle callback function. Log the result to the console.","['JavaScript', 'Functions']"
40,Student Data,"
	- Define and Populate the student Object:
		- Define a variable named student and assign it an empty object.
		- Add properties to the student object for name, email, and age. Set their values to your own name, email, and age.
		- Log the name property of the student object to the console.
	- Update the student Object:
		- Update the age property of the student object to a random value, say 10.
		- Log the age property of the student object to the console to see the updated property.
	- Add Method and Nested Object to student:
		- Add a method called greet to the student object that logs a greeting message using the name property, e.g., ""Hello, Alice!"". Call the greet method to see the greeting message.
		- Add a new object called address inside the student object as its property. The address object should have properties for country, city, and pin_code. Set their values to your address details.
		- Log the country property of the address object to the console.
		- Update the pin_code property of the address object to a new pin code. Log the address object to the console to see the updated pin_code property.
	- Create and Populate the friend Object:
		- Create a new object named friend with the same properties as the student object, but with values representing a friend's name, email, age, and address. The object should also have the greet method.
		- Call the greet method and log the friend object to the console.
	- Create and Populate the topper Object:
		- Create a new object named topper with the same properties as the student object, but with values representing a topper’s name, email, age, and address. The object should also have the greet method.
		- Call the greet method and log the topper object to the console.
	- Define and Use the Student Class:
		- Define a class called Student that takes parameters for name, email, age, country, city, and pin_code.
		- Inside the class's constructor, set these parameters as properties of the new object. The country, city, and pin_code properties should be added inside the address object in a nested way.
		- Add the greet method inside the class.
		- Add a method called getFullAddress to the Student class that returns the full address of the student in this format (India, Bangalore - 560038).
	- Create and Log Student Objects:
		- Create objects of the Student class for yourself, your friend, and another student. Log these objects to the console to see the created objects.
	- Call the greet Method and getFullAddress Method on Student Objects:
		- Call the greet method on each student object and log the result to the console.
		- Call the getFullAddress method on each Student object and log the result to the console.","['JavaScript', 'Objects and Classes']"
41,Employee Data,"
	- Define the Employee Class:
		- Define a class named Employee that takes parameters for name, email, age, department, position, and salary.
		- Inside the class's constructor, set these parameters as properties of the new object.
	- Add Methods to the Employee Class:
		- Add a method named introduce inside the class that logs a greeting with the employee's name and position, e.g., ""Hello, I am Sam, Software Developer"".
		- Add a method named displaySalary inside the class that logs the employee's salary formatted as a string, e.g., ""Salary: $5000"".
	- Create and Log employee Objects:
		- Create an object named newEmployee with properties representing a new employee's name, email, age, department, position, and salary. Log this object to the console.
		- Create another object named manager with properties representing a manager. Log this object to the console.
	- Call Methods on employee Objects:
		- Call the introduce method on the newEmployee object to log a greeting with the employee's name and position.
		- Call the displaySalary method on the newEmployee object to log the salary details.
		- Call the introduce method on the manager object to log a greeting with the employee's name and position.
		- Call the displaySalary method on the manager object to log the salary details.","['JavaScript', 'Objects and Classes']"
42,Book Data,"
	- Define the Book Class:
		- Define a class named Book that takes parameters for title, author, publisher, year, and genre.
		- Inside the class's constructor, set these parameters as properties of the book object.
	- Add Methods to the Book Class:
		- Add a method named describe inside the class that logs a brief description of the book, combining the title, author, and year, e.g., ""Five Point Someone - Chetan Bhagat (2004)"".
		- Add a method named displayGenre inside the class that logs the genre of the book formatted as a string, e.g., ""Genre: Fiction"".
	- Create and Log book Objects:
		- Create an object named classicBook with properties representing a classic novel’s details. For example, ""Pride and Prejudice"" by Jane Austen, published by T. Egerton in 1813, genre ""Classic"".
		- Create an object named sciFiBook with properties representing a science fiction book. For example, ""Dune"" by Frank Herbert, published by Chilton Books in 1965, genre ""Science Fiction"".
		- Log both objects to the console.
	- Call Methods on book Objects:
		- Call the describe method on the classicBook object to see a summary of the book.
		- Call the displayGenre method on the classicBook object to log the genre.
		- Call the describe method on the sciFiBook object to see a summary of the book.
		- Call the displayGenre method on the sciFiBook object to log the genre.","['JavaScript', 'Objects and Classes']"
43,Colors,"
	- Define and Log the colors Array:
		- Define a variable named colors and assign it an array containing strings representing different colors (e.g., ""red"", ""green"", ""blue"").
		- Log the first element of the colors array to the console.
	- Modify and Add color elements:
		- Change the second element of the colors array to ""yellow"". Log the second element of the colors array to the console to verify the change.
		- Add a new color to the end of the colors array. Log the last element of the colors array to the console.
	- Iterate using Loops over the colors Array:
		- Use a for loop to iterate over the colors array and log each color to the console.
		- Use a while loop to iterate over the colors array and log each color to the console.
		- Use a for...of loop to iterate over the colors array and log each color to the console.
	- Check Array Properties:
		- Use the typeof operator to check the type of colors array and log it to the console.
		- Log the length property of the colors array to the console to see the number of elements in the array.
	- Array Methods:
		- Use the push method to add another color to the end of the colors array.
		- Use the pop method to remove the last color from the colors array.
		- Use the indexOf method to find the index of a specific color (e.g., ""blue"") in the colors array.
	- Add and Iterate Over Properties:
		- Add a property to the colors array called owner and set its value to your name.
		- Log the colors array to see if the owner property is added.
		- Use a for...in loop to iterate over the properties of the colors array and log each property name and the associated value to the console.","['JavaScript', 'Arrays']"
44,"Array Methods - Foreach, Map, Filter","
	- Define and Initialize the Array:
		- Define a variable named numbers and assign it an array containing some numbers (e.g., 1, 2, 3, 4, 5).
	- Iterate and Log Using forEach():
		- Call the forEach method to iterate over the numbers array and log each number to the console. Write the callback function as a function expression.
		- Call the forEach method to iterate over the numbers array and log each number multiplied by 2 to the console. Write the callback function as a function expression.
	- Iterate and Create a New Modified Array Using map():
		- Call the map method to create a new array called squaredNumbers that contains the square of each number in the numbers array. Write the callback function as a function expression. Log to the console the squaredNumbers.
		- Rewrite the call to the above map method to do the same thing, but change the callback function to use arrow function syntax. Store the result in the same squaredNumbers array and log it to the console.
	- Iterate and Create a New Filtered Array Using filter():
		- Call the filter method to create a new array called evenNumbers that contains only the even numbers from the numbers array. Write the callback function as a function expression. Log the evenNumbers array to the console.
		- Rewrite the call to the above filter method to do the same thing, but change the callback function to use arrow function syntax. Store the result in the same evenNumbers array and log it to the console.","['JavaScript', 'Arrays']"
45,Manipulating Temperatures,"
	- Define and Initialize the Array:
		- Define a variable named temperatures and assign it an array containing several temperature readings in Celsius (e.g., -3, 14, 22, 5, -10).
	- Iterate and Log Using forEach():
		- Call the forEach method to iterate over the temperatures array and log each temperature to the console. Write the callback function as a function expression.
		- Rewrite the call to the above foreach method to do the same thing, but change the callback function to use arrow function syntax.
		- Call the forEach method to iterate over the temperatures array and convert each temperature to Fahrenheit using the formula (temperature * 9/5) + 32. Log each converted temperature to the console. Write the callback function as a function expression.
		- Rewrite the call to the above foreach method to do the same thing, but change the callback function to use arrow function syntax.
	- Iterate and Create a New Modified Array Using map():
		- Call the map method to create a new array called temperaturesInFahrenheit that contains the Fahrenheit equivalent of each temperature in the temperatures array. Write the callback function as a function expression. Log the temperaturesInFahrenheit array to the console.
		- Rewrite the call to the above map method to do the same thing, but change the callback function to use arrow function syntax. Store the result in the same temperaturesInFahrenheit array and log it to the console.
	- Iterate and Create a New Filtered Array Using filter():
		- Call the filter method to create a new array called belowFreezing that contains only the temperatures from the temperatures array that are below 0°C. Write the callback function as a function expression. Log the belowFreezing array to the console.
		- Rewrite the call to the above filter method to do the same thing, but change the callback function to use arrow function syntax. Store the result in the same belowFreezing array and log it to the console.","['JavaScript', 'Arrays']"
46,Operations on Fruits,"
	- Define and Initialize the Array:
		- Define a variable named fruits and assign it an array containing the names of several fruits (e.g., ""apple"", ""banana"", ""cherry"", ""date"").
	- Iterate and Log Using forEach():
		- Call the forEach method to iterate over the fruits array and log each fruit name capitalized to the console. Write the callback function as a function expression.
		- Rewrite the call to the above foreach method to do the same thing, but change the callback function to use arrow function syntax.
	- Calculate Total Characters Using forEach():
		- Initialize a variable totalCharacters to 0.
		- Use forEach to add the number of characters in each fruit name and update totalCharacters. Write the callback function as a function expression.
		- Log totalCharacters after the loop.
	- Iterate and Create a New Modified Array Using map():
		- Use the map method to create a new array called reversedFruits that contains each fruit name reversed. Write the callback function as a function expression. Log the reversedFruits array to the console.
		- Rewrite the call to the above map method to do the same thing, but change the callback function to use arrow function syntax. Store the result in the same reversedFruits array and log it to the console.
	- Iterate and Create a New Filtered Array Using filter():
		- Use the filter method to create a new array called longFruits that contains only the fruit names with more than 5 characters. Write the callback function as a function expression. Log the longFruits array to the console.
		- Rewrite the call to the above filter method to do the same thing, but change the callback function to use arrow function syntax. Store the result in the same longFruits array and log it to the console.
	- Create a New Filtered and Modified Array using filter() and map():
		- Use the filter method to find fruits that contain the letter 'a'. Write the callback function as a function expression.
		- Use the map method to return these fruits in uppercase. Write the callback function as a function expression.
		- Store the result in an array called aFruitsUpper and log it to the console.","['JavaScript', 'Arrays']"
47,Custom Array Methods,"
	- forEachArray Function:
		- Define a function called forEachArray that takes two arguments: an array and a callback function.
		- Replicate the behavior of JavaScript's built-in forEach function.
		- The forEachArray function should apply the callback function to each element of the array.
	- mapArray Function:
		- Define a function called mapArray that takes two arguments: an array and a callback function.
		- Replicate the behavior of JavaScript's built-in map function.
		- The mapArray function should apply the callback function to each element of the array and return a new array containing the transformed elements.
	- filterArray Function:
		- Define a function called filterArray that takes two arguments: an array and a callback function.
		- Replicate the behavior of JavaScript's built-in filter function.
		- The function should apply the callback function to each element of the array and return a new array containing only the elements for which the callback function returns true.","['JavaScript', 'Arrays']"
48,Calculate Average Age,"
	- Define the Array of People:
		- Define an array called people.
		- Populate the array with several objects, each representing a person with properties such as name and age.
	- Define the calculateAverageAge Function Using forEach:
		- Define a function called calculateAverageAge that takes one parameter: people (the array of person objects).
		- Inside the function, initialize a variable to hold the sum of all ages.
		- Use the forEach method to iterate over the people array and accumulate the sum of their ages.
		- Calculate the average age by dividing the total sum by the number of people in the array.
		- Return the average age.
	- Call the calculateAverageAge Function:
		- Call the calculateAverageAge function with the people array as an argument.
		- Log the result to the console.","['Functions, Objects and Arrays', 'JavaScript']"
49,Shopping Cart,"
	- Define the Array of Cart Items:
		- Define an array called cart.
		- Populate the array with several objects, each representing an item in the shopping cart with properties such as name, price, and quantity.
	- Define the calculateTotalPrice Function Using forEach:
		- Define a function called calculateTotalPrice that takes one parameter: cart (the array of item objects).
		- Inside the function, initialize a variable to hold the total price.
		- Use the forEach method to iterate over the cart array.
		- For each item, calculate the total price by multiplying the item's price and quantity, and add it to the total price variable.
		- Return the total price.
	- Call the calculateTotalPrice Function:
		- Call the calculateTotalPrice function with the cart array as an argument.
		- Log the result to the console.","['Functions, Objects and Arrays', 'JavaScript']"
50,Manipulating Product Data,"
	- Define the Array of Products:
		- Define a variable named products.
		- Assign it an array containing several objects, each representing a product with properties such as id, name, price, and category.
	- Define the displayProducts Function:
		- Create a new function called displayProducts that takes an array as an argument.
		- Inside the function, use the forEach method to iterate over the array.
		- Log each product in the format: ProductName - $Price (e.g., ""Banana - $1.99"").
	- Calculate and Display Products with Tax:
		- Assume a tax rate of 10%. Use the map method to create a new array called productsWithTax that includes each product's id, name, category, and a new priceWithTax which is the original price plus the tax.
		- Call the displayProducts function to display the productsWithTax array.
	- Filter and Display Food Products:
		- Use the filter method to create a new array called foodProducts that contains only the products from the category ""Food"".
		- Call the displayProducts function to display the foodProducts array.
	- Find Affordable Products:
		- Use the filter method to find products with a price under $10. Store the filtered results in a variable called affordableProducts.
		- Use the map method on affordableProducts to return a string for each product that includes the name and price (e.g., ""Banana - $1.99""). Store these strings in an array called affordableProductsStrings.
		- Log the affordableProductsStrings array to the console.
	- Calculate Total Price:
		- Initialize a variable totalPrice to 0.
		- Sum up the prices of all products and update totalPrice.
		- Log totalPrice after the loop.","['Functions, Objects and Arrays', 'JavaScript']"
51,Inventory Management System,"
	- Define the Array of Inventory Items:
		- Define an array called inventory.
		- Populate the array with several objects, each representing a product in the store's inventory with properties such as id, name, price, quantity, and any other relevant details.
	- Create the Product Class:
		- Create a class called Product that can be used to create new product objects, which can then be added to the inventory array.
		- The class should have a constructor that initializes the properties: id, name, price, quantity, and any other relevant details.
	- Define the displayProducts Function:
		- Define a function called displayProducts.
		- Use the forEach method to iterate over the inventory array.
		- Log each product in the format: ProductName - Price (Quantity).
	- Define the addProduct Function:
		- Define a function called addProduct that takes product details as input: id, name, price, quantity.
		- Inside the function, create a new product object using the Product class.
		- Add the new product object to the inventory array.
	- Define the updateProduct Function:
		- Define a function called updateProduct that takes a product id and a quantity as arguments.
		- Use the find method to locate the product with the matching id in the inventory array.
		- If the product is found, update its quantity.
		- Define another function called updateProductWithMap, which does the same thing as updateProduct, but uses the map function instead.
	- Define the removeProduct Function:
		- Define a function called removeProduct that takes a product id as an argument.
		- Use the filter method to create a new array that excludes the product with the matching id.
		- Update the inventory array with the new array.","['Functions, Objects and Arrays', 'JavaScript']"
52,Expense Tracker,"
	- Define the Array of Expenses:
		- Define an array called expenses.
		- Populate the array with several objects, each representing an expense with properties such as id, name, amount, date, and any other relevant details.
	- Create the Expense Class:
		- Create a class called Expense that can be used to create new expense objects, which can then be added to the expenses array.
		- The class should have a constructor that initializes the properties: id, name, amount, date, and any other relevant details.
	- Define the displayExpenses Function:
		- Define a function called displayExpenses.
		- Use the forEach method to iterate over the expenses array.
		- Log each expense in the format: ExpenseName - Amount (Date).
	- Define the addExpense Function:
		- Define a function called addExpense that takes expense details as input: id, name, amount, date.
		- Inside the function, create a new expense object using the Expense class.
		- Add the new expense object to the expenses array.
	- Define the updateExpense Function:
		- Define a function called updateExpense that takes an expense id and an amount as arguments.
		- Use the find method to locate the expense with the matching id in the expenses array.
		- If the expense is found, update its details.
		- Define another function called updateExpenseWithMap, which does the same thing as updateExpense, but uses the map function instead.
	- Define the removeExpense Function:
		- Define a function called removeExpense that takes an expense id as an argument.
		- Use the filter method to create a new array that excludes the expense with the matching id.
		- Update the expenses array with the new array.","['Functions, Objects and Arrays', 'JavaScript']"
53,Bookstore Management System,"
	- Define the Array of Inventory Items:
		- Define an array called inventory.
		- Populate the array with several objects, each representing a book in the bookstore's inventory with properties such as id, title, author, price, quantity, and any other relevant details.
	- Create the Book Class:
		- Create a class called Book that can be used to create new book objects, which can then be added to the inventory array.
		- The class should have a constructor that initializes the properties: id, title, author, price, quantity, and any other relevant details.
	- Define the displayBooks Function:
		- Define a function called displayBooks.
		- Use the forEach method to iterate over the inventory array.
		- Log each book in the format: BookTitle - Author (Price).
	- Define the addBook Function:
		- Define a function called addBook that takes book details as input: id, title, author, price, quantity.
		- Inside the function, create a new book object using the Book class.
		- Add the new book object to the inventory array.
	- Define the updateBook Function:
		- Define a function called updateBook that takes a book id and a quantity as arguments.
		- Use the find method to locate the book with the matching id in the inventory array.
		- If the book is found, update its details.
		- Define another function called updateBookWithMap, which does the same thing as updateBook, but uses the map function instead.
	- Define the removeBook Function:
		- Define a function called removeBook that takes a book id as an argument.
		- Use the filter method to create a new array that excludes the book with the matching id.
		- Update the inventory array with the new array.","['Functions, Objects and Arrays', 'JavaScript']"
54,Todo List Application,"
	- Define the Array of Tasks:
		- Define an array called tasks.
		- Populate the array with several objects, each representing a task in the to-do list with properties such as id, description, dueDate, status, and any other relevant details.
	- Create the Task Class:
		- Create a class called Task that can be used to create new task objects, which can then be added to the tasks array.
		- The class should have a constructor that initializes the properties: id, description, dueDate, status, and any other relevant details.
	- Define the displayTasks Function:
		- Define a function called displayTasks.
		- Use the forEach method to iterate over the tasks array.
		- Log each task in the format: TaskDescription - DueDate (Status).
	- Define the addTask Function:
		- Define a function called addTask that takes task details as input: id, description, dueDate, status.
		- Inside the function, create a new task object using the Task class.
		- Add the new task object to the tasks array.
	- Define the updateTask Function:
		- Define a function called updateTask that takes a task id and a status as arguments.
		- Use the find method to locate the task with the matching id in the tasks array.
		- If the task is found, update its details.
		- Define another function called updateTaskWithMap, which does the same thing as updateTask, but uses the map function instead.
	- Define the removeTask Function:
		- Define a function called removeTask that takes a task id as an argument.
		- Use the filter method to create a new array that excludes the task with the matching id.
		- Update the tasks array with the new array.","['Functions, Objects and Arrays', 'JavaScript']"
55,Tea Display,"
	- Basic Static Component: Create a new React component named TeaDisplay. In the component, hardcode details about a specific type of tea, such as its name, origin, and description.
	- Dynamic Component: Update the TeaDisplay component to accept props like name, origin, and description. Replace the hardcoded data in the component with the props values. From a parent component (e.g., App.js), pass different sets of tea data to TeaDisplay to ensure it updates correctly.
	- In your parent component, create an array of tea objects, each containing name, origin, and description. Use the .map() JavaScript method to iterate over the array and render a TeaDisplay component for each tea object, passing the tea data as props.",['React']
56,Menu Item,"
	- Create a new React component named MenuItem. Hardcode details about a specific menu item, such as its name, price, and a brief description.
	- Update the MenuItem component to accept props like name, price, and description. Replace the hardcoded information with props values in the JSX returned by the component. From a parent component (like App.js), pass various menu item details to the MenuItem to ensure it renders the new data correctly.
	- In the parent component, define an array containing multiple menu item objects, each with name, price, and description. Utilize the .map() method to iterate over the array and render a MenuItem component for each object, passing the menu data as props.",['React']
57,Toggle Button,"
	- Create a React component with a button that toggles between two states (e.g., ""On"" and ""Off""). Name this component ToggleButton. Use useState to manage whether the button is in the ""On"" or ""Off"" state. When the button is clicked, toggle the state between ""On"" and ""Off"". The button should display the current state as its text.",['React']
58,Counter,"
	- Develop a component that includes a button to increment a counter and display the current count. Name this component Counter. Initialize a state variable with a starting count of 0. Include a button that, when clicked, increases the count by 1. Show the current count next to the button.",['React']
59,Form Input and Display,"
	- Build a component with a text input field where users can type their name and a button to submit. Upon submission, display the name below. Name this component NameForm. Use useState to store the value entered in the text input. Include a submit button that when clicked, displays the typed name below the input field. Show the submitted name dynamically below the input field.",['React']
60,Dynamic Color Selector,"Create a React application called ""Dynamic Color Selector."" This application should consist of a parent component and two child components. The application should enable users to select a color from a list of predefined options and display that color in a designated area.
	- Parent Component (ColorApp): This component should maintain the state for the application, specifically holding the current selected color. It will render two child components described below.
	- Color Selection Component (ColorSelector): This component enables the user to select a color using buttons. Each button represents a different color. It should receive a function as a prop from ColorApp, which it will call to update the selectedColor state in the parent component whenever a color button is clicked.
	- Display Component (ColorDisplay): This component will display the selected color. It should take the current selectedColor from ColorApp as a prop and use it to style its background.",['React']
61,Dynamic Font Size Adjuster,"Develop a React application named ""Dynamic Font Size Adjuster."" The application should include a parent component and two child components. It should enable users to adjust the font size of a text displayed in the application using slider controls.
	- Parent Component (FontSizeApp): Manages the overall application logic and renders the child components.
	- Font Size Control Component (FontSizeControl): Provides a slider for the user to adjust the font size.
	- Text Display Component (TextDisplay): Displays a sample text with the font size adjusted based on the user's selection.",['React']
62,Simple Comment Poster,"Develop a React application named ""Simple Comment Poster."" This application involves a parent component and two child components. The aim is to allow users to type comments into an input field, submit these comments, and view all submitted comments displayed in a separate list component.
	- Parent Component (CommentApp): Manages the overall state, specifically the list of all submitted comments. Renders the two child components: one for inputting comments and another for displaying the list of comments.
	- Comment Input Component (CommentInput): Provides a text input and a submit button for users to enter and submit their comments. When a comment is submitted, it sends the comment back to the CommentApp, which then updates the comments list.
	- Comments Display Component (CommentsList): Receives the list of comments as a prop from the CommentApp. Responsible for rendering the list of comments. Each comment could be displayed in a simple <div> or <li> element, possibly styled for better visual presentation.",['React']
63,User Profile,"
	- Create a new React component named UserProfile. In this component, render a simple user profile card with hard-coded data such as name, age, and a short bio.
	- Update the UserProfile component to accept name, age, and bio as props. Render the passed props in the component instead of the hard-coded values. Test this by passing different sets of data from the parent component.
	- Add a button to the UserProfile that says ""Show Details"". Create an event handler in the component that alerts the user's bio when the button is clicked.
	- Modify the UserProfile to use state with hooks (useState) to manage whether the bio is shown or not. Replace the alert with a conditional render of the bio based on a state variable (e.g., showBio). Toggle the value of showBio when the button is clicked to show/hide the bio dynamically.
	- Add a useEffect hook to fetch user data from an API when the component mounts. Update the component state with the fetched data and use it to display in the component. API: https://jsonplaceholder.typicode.com/users/1",['React']
64,Weather Display,"
	- Create a new React component named WeatherDisplay. Hardcode a display that shows weather information such as temperature (e.g., ""Temperature: 20°C""), weather condition (e.g., ""Sunny""), and location (e.g., ""New York"").
	- Update the component to accept temperature, condition, and location as props. Render the passed props in the component instead of the hardcoded values. From the parent component, pass different sets of weather data to the WeatherDisplay and ensure it updates accordingly.
	- Add a button to the component that says ""Update Weather"". Create a function in the component that logs a message to the console (e.g., ""Weather update requested!"") when the button is clicked.
	- Implement useState to manage the weather condition (e.g., toggling between ""Sunny"" and ""Rainy""). Add functionality to the ""Update Weather"" button click that changes the weather condition each time it’s pressed. Modify the component to display the current state of the weather condition.
	- Use the fetch function within useEffect to retrieve weather data from a public API like OpenWeatherMap. Update the component's state with the fetched data and use it to dynamically display temperature, condition, and location. API: https://openweathermap.org/api",['React']
65,Book Review Display,"
	- Create a new React component named BookReview. Display a static book review, including the title of the book, author, review text, and a rating (e.g., 4 stars).
	- Update the component to accept title, author, review, and rating as props. Use these props to dynamically render the information in the component. Pass various book details from a parent component to BookReview and ensure it updates correctly.
	- Add a button to the component to edit the review text. Create a function that alerts the current review text when the button is clicked, simulating the start of an editing process. Attach this function to the button’s onClick event.
	- Use useState to manage the review text within the component. Incorporate an input field that displays the current review text, allowing users to modify it. Update the state with the new text when changes are made. Reflect changes in the UI dynamically as the user types in the input field.
	- Use the fetch function within useEffect to retrieve a list of book reviews from a public API or a mock API service like JSONPlaceholder tailored for book data. Store the fetched reviews in a state array and map over this array to display a BookReview component for each review. Ensure each BookReview component receives the correct data from the fetched list.",['React']
